ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	URL
train-64	In 2010 Diehl won the bronze medal at the European Individual Championships in Manchester England and in June 2010 claimed the European Tour circuit finals gold medal, beating Susan Egelstaff in the final in three sets. 2010 also saw Diehl beat current world champion Lu Lan of China to reach the semi final of Swiss Open Super Series. In her home country Russia she has won 14 national titles as of 2009.	her	339	Susan Egelstaff	176	FALSE	Diehl	234	TRUE	http://en.wikipedia.org/wiki/Ella_Diehl
train-65	The historical Octavia Minor's first husband was Gaius Claudius Marcellus Minor, and she bore him three children, Marcellus, Claudia Marcella Major and Claudia Marcella Minor; the Octavia in Rome is married to a nobleman named Glabius, with whom she has no children.	she	246	Claudia Marcella Minor	152	FALSE	Octavia	180	TRUE	http://en.wikipedia.org/wiki/Octavia_of_the_Julii
train-66	Flag of Convenience were a rock group formed in 1982 by former Buzzcocks members Steve Diggle and John Maher, along with bassist Dave Farrow and keyboard player D.P. Through their first two line-ups they were managed by the writer and music critic Michael Gray, shortly after his personal management of Gerry Rafferty.	his	276	Dave Farrow	129	FALSE	Michael Gray	248	TRUE	http://en.wikipedia.org/wiki/Flag_of_Convenience_(band)
train-67	After it is revealed to Misty that Tabitha is still alive, she learns that Tabitha smokes, flirts with boys, and is not as loving, sweet, or innocent a child as she'd previously thought. Grace is the mother of Peter and ``Granmy'' to Tabitha. Misty is often annoyed by her, whether it's the way she wastes Misty's money, or the way she's influencing Tabitha.	her	269	Grace	187	TRUE	Tabitha	234	FALSE	http://en.wikipedia.org/wiki/Diary_(novel)
train-68	She meets Muthuvel (Prabhu), an innocent youth, and they fall in love with each other. Rathnavel (R. P. Viswam) brings up his son Muthuvel without any affections and treats him like his worker, only his mother Vadivu (Vadivukkarasi) loves him. When Rathnavel arranges Muthuvel's marriage with his niece, Muthuvel and Nirmala reveal their love, Aranmanai accepts finally for their marriage with Soosai's help.	his	293	Muthuvel	304	FALSE	Soosai	394	FALSE	http://en.wikipedia.org/wiki/Aruvadai_Naal
train-69	In 1966 he was made Professor, History of Doctrine, at Manchester University and from 1968 until 1973 he was Professor of Theology. Following his retirement, Cunliffe-jones was Professor Emeritus. After his wife Maude died on 28 August 1989 Cunliffe-Jones lived with Margaret, his elder daughter, at her home in Essex.	her	300	Maude	212	FALSE	Margaret	267	TRUE	http://en.wikipedia.org/wiki/Hubert_Cunliffe-Jones
train-70	She co-wrote ten of the thirteen songs on the album's standard edition. Harvey Mason, Jr. served as the creative director for Beautiful and co-wrote and produced a number of songs. Mauboy's exclusive interview with Melissa Doyle in Darwin was broadcast on Sunday Night on 15 September 2013. On 26 September 2013, she co-hosted The Footy Show and performed a medley of ``Inescapable'', ``To the End of the Earth'' and ``Saturday Night''.	she	313	Mauboy	181	TRUE	Melissa Doyle	215	FALSE	http://en.wikipedia.org/wiki/Beautiful_(Jessica_Mauboy_album)
train-71	Their poor receptions disillusioned Murnau, and he quit Fox to journey for a while in the South Pacific. Together with documentary film pioneer Robert Flaherty, Murnau travelled to Bora Bora to realize the film Tabu in 1931. Flaherty left after artistic disputes with Murnau who had to finish the movie on his own.	his	306	Flaherty	225	FALSE	Murnau	268	TRUE	http://en.wikipedia.org/wiki/F._W._Murnau
train-72	As a young artist in Berlin, Elisabet Ney had sculpted various luminaries of the city, including Jacob Grimm, Cosima Liszt, and Alexander von Humboldt. Ney had been patronized by the naturalist Humboldt, sculptor Christian Rauch, and diplomat Varnhagen von Ense; when all three died between late 1857 and mid 1859, she decided to travel Germany in search of new notable subjects.	she	315	Elisabet Ney	29	TRUE	Cosima Liszt	110	FALSE	http://en.wikipedia.org/wiki/Arthur_Schopenhauer_(sculpture)
train-73	Pinter wrote The Room over two or four days in 1957, depending on the account, at the suggestion of his friend Henry Woolf for his production as part of a postgraduate program in directing at the University of Bristol, Bristol, England. In their published interviews, Pinter and Woolf vary in describing how many days Pinter took to write The Room. According to Billington, in his official biography Harold Pinter, Woolf asked Pinter to write the play in a letter that Pinter received in the autumn of 1956, when he ``was newly married'' to actress Vivien Merchant ``and in the middle of a season at Torquay''; ``(Pinter) replied that he couldn't possibly deliver anything in under six months.	his	377	Woolf	279	FALSE	Pinter	318	TRUE	http://en.wikipedia.org/wiki/The_Room_(play)
train-74	He is currently the wide receivers coach for Bowling Green. Doege was born in San Angelo, Texas, to Randy and Melinda Doege. He has one younger brother. Randy Doege coached at several high schools in West Texas before becoming the head coach at Crane High School in 2003. In his freshman season, 2004, Seth Doege was the starting quarterback for Crane High School and led the Golden Cranes to the area round of the playoffs, a loss to the (Tuscola) Jim Ned Indians, who were led by senior quarterback Colt McCoy.	his	275	Seth Doege	302	TRUE	Jim Ned Indians	449	FALSE	http://en.wikipedia.org/wiki/Seth_Doege
train-75	The next year, though only a lieutenant-colonel, he was selected by Sir Ralph Abercromby to be quartermaster-general of his army in the Mediterranean, at the same time that another young Scotsman, John Hope, who was also to gain fame in Moore's retreat, was nominated adjutant-general. Sir Ralph placed the greatest confidence in Anstruther, and it was mainly on his report, after a visit to the Turkish headquarters, that the Turks would not be ready for a long time, if they could be of any use at all, that Sir Ralph left Marmorice Bay and determined to act alone.	his	363	Ralph	290	FALSE	Anstruther	330	TRUE	http://en.wikipedia.org/wiki/Robert_Anstruther_(British_Army_officer)
train-76	At least one band member wrote every song on the album. Josh Osborne, Shane McAnally, and Dann Huff served as producers. Allmusic reviewer Stephen Thomas Erlewine rated the album 4 out of 5 stars, comparing its sound favorably to Alabama and Dwight Yoakam. He also stated that ``the three members construct sturdy songs with a shimmering surface to match.''	He	257	Stephen Thomas Erlewine	139	TRUE	Dwight Yoakam	242	FALSE	http://en.wikipedia.org/wiki/On_the_Rocks_(Midland_album)
train-77	He helped to engineer the annexation to the city of the heavily African-American and impoverished ``Samtown'' subdivision in south Alexandria. The neighborhood was named for its white developer, Sam Jacobs. In annexing Samtown, Snyder was borrowing a page from Earl Long, who attempted to register black voters in the 1950s in anticipation of most supporting him politically in the future.	him	359	Snyder	228	FALSE	Earl Long	261	TRUE	http://en.wikipedia.org/wiki/John_K._Snyder
train-78	In a May 2010 Social Weather Stations opinion poll, AKB topped the survey, with 5.64% of the vote, the equivalent of two seats, beating seasoned party-list election contenders Buhay Hayaan Yumabong and Bayan Muna. However, AKB has been accused by the Kontra Daya (Against Cheating) group of being a creation of President Gloria Macapagal-Arroyo to expand her base of allies in the House of Representatives, a charge that AKB denied.	her	355	Kontra Daya	251	FALSE	Gloria Macapagal-Arroyo	321	TRUE	http://en.wikipedia.org/wiki/Ako_Bicol
train-79	Following an unsuccessful application for the Chair of Mathematics at Aberystwyth in 1872, he taught at the Training College in Carmarthen. He finally secured the professorship at Aberystwyth in 1879, and held it until 1919. Along the way his title became Professor of Mathematics and Astronomy. Genese introduced into the United Kingdom the ideas of Hermann Grassmann (advancing the use of vector analysis). In his 1941 book The calculus of extensions, Henry Forder published numerous examples in vector analysis taken from Genese's posthumous notes.	his	412	Genese	296	FALSE	Hermann Grassmann	351	FALSE	http://en.wikipedia.org/wiki/Robert_William_Genese
train-80	In 1984, Petersen married Zina Nibley, a daughter of Hugh Nibley. They have four children and reside in Provo, Utah. Petersen has been a lecturer in the honors program at BYU, and for the English and Humanities Departments at Utah Valley University, where he received a Faculty Excellence Award in 2006. Through his familial relationship to Hugh Nibley, Petersen authored the 2002 biography Hugh Nibley:	his	312	Hugh Nibley	341	FALSE	Petersen	354	TRUE	http://en.wikipedia.org/wiki/Boyd_Petersen
train-81	In the series finale, Charlotte and Harry adopt a baby girl, Lily, from China. In the movie, Sex and the City, she and Harry have a biological baby girl, whom they name Rose. As seen in episode 8 of season 6, the New York Times wedding announcement of her and Harry's marriage indicates that Charlotte is a writer and editor for Fashions Magazine, but as this fact is not mentioned at any other time in the series or subsequent movies, it is possible it is merely a prop error- the rest of the newspaper has paragraphs taken from Big and Natasha's wedding announcement in Season 3.	her	252	Rose	169	FALSE	Natasha	538	FALSE	http://en.wikipedia.org/wiki/Charlotte_York_Goldenblatt
train-82	However, the real power lies with Philip who is declared commander of the League's army. Olympias is put aside by her husband Philip II, following Philip's marriage to a girl named Cleopatra (who is renamed Eurydice). Their son, Alexander, is effectively disowned by Philip's actions. Philip II has Ptolemy, along with other companions of his son, exiled.	his	339	Philip II	285	TRUE	Ptolemy	299	FALSE	http://en.wikipedia.org/wiki/337_BC
train-83	The new Prime Minister, Margaret Thatcher, described Kane's allegations as ``unfounded'' to Parliament, and as a consequence Waddell inferred to a journalist that his report had not concluded that Kane's allegations were unfounded. Waddell married his wife, Dorothy, in 1940, she died in 2001.	she	276	Waddell	232	FALSE	Dorothy	258	TRUE	http://en.wikipedia.org/wiki/James_Waddell_(civil_servant)
train-84	It gained its first representation immediately after the 1997 election, when Puri Ruing, who had been elected for the People's Resources Awareness Party, joined the party. The party initially supported the government of Bill Skate, but later supported the government of Mekere Morauta, with Ruing made a minister in his government.	his	316	Bill Skate	220	FALSE	Mekere Morauta	270	TRUE	http://en.wikipedia.org/wiki/Christian_Democratic_Party_(Papua_New_Guinea)
train-85	Detective Roe appears, and reveals he is the patriarch of the cannibal family, and the father of Leatherface (who he refers to as ``Gary''). Vanessa never escaped, the hospital room is just one of the family's sheds. Roe pulls a sheet over Vanessa's head, and he and Daisy beat her to death with a wrench.	her	278	Vanessa	240	TRUE	Daisy	267	FALSE	http://en.wikipedia.org/wiki/The_Texas_Vibrator_Massacre
